# x,y
0.1865,-0.0934
1.6084,-0.2658
0.3795,-0.2127
0.5686,-0.3632
-0.2309,1.1364
-0.2278,1.0187
1.0034,0.1674
-0.6923,0.7566
-0.0437,0.3116
-0.8925,0.6226
-0.9387,0.3727
0.8339,0.4279
0.7646,0.8071
1.4062,-0.3842
-0.7780,0.6787
1.5537,-0.2280
1.7385,-0.2000
1.8006,-0.1449
1.0460,-0.4724
0.2180,1.0752
-0.0663,0.4839
-0.0087,0.9271
0.8791,-0.4703
0.9219,0.4045
0.9501,0.2727
0.9718,0.2586
0.7935,0.3709
0.8649,0.3470
0.5988,0.8456
0.0369,0.4101
0.2354,0.0396
1.0864,-0.4525
-0.1018,1.0400
0.0966,0.0980
-0.7218,0.7088
0.5882,0.8272
-0.8525,0.3213
0.5503,0.8650
-1.0543,0.1132
2.0201,0.2371
0.3998,0.8414
-0.2611,0.9608
1.5551,-0.3719
1.0165,0.2241
0.2829,1.0037
1.4099,-0.3389
0.9107,0.0112
0.2566,0.9961
-0.0021,0.9899
0.7515,0.5624
0.0133,0.3185
0.9489,0.2032
1.5475,-0.2013
0.1041,0.0488
1.6158,-0.3175
0.4797,-0.2576
0.8375,0.7792
0.9159,0.3279
-0.4567,0.8109
0.5015,0.7875
0.9439,0.2676
0.4608,-0.3285
-0.9368,0.1464
0.2491,-0.2060
-0.8209,0.2654
-0.2844,1.0235
-0.3928,0.9958
-0.6065,0.7195
-0.7700,0.7651
0.9924,0.0443
-0.3110,1.0415
-1.0453,0.0109
-0.0143,0.9583
0.3989,-0.3600
-0.0678,0.9442
0.2881,0.9898
0.6169,-0.4098
1.9936,0.3696
-0.6020,0.7714
0.0710,0.9314
1.9063,0.5853
0.0420,0.2988
-0.6347,0.7682
-0.9514,0.3505
1.7660,-0.0556
0.1926,-0.1204
0.3000,0.9944
1.2080,-0.4106
0.8773,0.2951
-0.0353,1.1457
0.4363,0.8064
0.8512,-0.5095
-1.0681,0.0223
0.9506,0.2409
0.3082,0.8885
1.3358,-0.3773
1.3773,-0.3217
0.7924,0.7894
-0.4079,0.9033
0.0037,0.2167
0.0838,0.0271
1.4029,-0.4249
1.8013,-0.2503
-0.7307,0.6464
-0.1777,1.0042
1.1010,-0.5050
0.0645,0.9332
0.4547,0.8417
0.3822,1.0136
0.2190,-0.1482
-0.9898,-0.0782
1.8459,0.0705
0.4879,-0.4305
-0.3314,0.7940
0.1510,0.1001
1.7470,-0.1714
0.5438,0.0103
0.5455,-0.1385
0.2393,0.4426
1.0626,0.1957
1.4652,0.1383
0.0900,0.9523
0.3074,0.0675
0.7969,0.5043
0.3411,0.3982
0.5528,-0.6889
-0.2835,0.4139
0.7149,-0.1932
0.6214,0.2733
1.0774,0.0678
0.9355,0.2232
0.9705,-0.5784
0.1193,-0.4581
0.4062,-0.9504
0.0810,-0.7084
0.1764,-0.1136
0.6307,0.2750
0.9470,-0.0366
1.2992,0.1552
0.3513,0.4666
-1.0203,-0.6448
0.6065,0.4951
0.9341,0.5593
1.2481,-0.1693
0.9118,-0.0551
0.3753,0.1034
